system_id	protein_symbol	swiss_prot_ac	tf_type	gene_symbol	entrez_gene_id	pathway
HsTF002215	Phosphorylase b kinase regulatory subunit alpha, liver isoform	P46019	beta-	PHKA2	5256	http://www.genome.jp/dbget-bin/www_bget?hsa:5256
HsTF002216	Phosphorylase b kinase regulatory subunit beta	Q93100	beta-	PHKB	5257	http://www.genome.jp/dbget-bin/www_bget?hsa:5257
HsTF002217	Pleckstrin homology-like domain family A member 1	Q8WV24	beta-	PHLDA1	22822	http://www.genome.jp/dbget-bin/www_bget?hsa:22822
HsTF002218	Pleckstrin homology-like domain family A member 2	Q53GA4	beta-	PHLDA2	7262	http://www.genome.jp/dbget-bin/www_bget?hsa:7262
HsTF002219	Pleckstrin homology-like domain family A member 3	Q9Y5J5	beta-	PHLDA3	23612	http://www.genome.jp/dbget-bin/www_bget?hsa:23612
HsTF002220	Pleckstrin homology-like domain family B member 1	Q86UU1	Helix	PHLDB1	23187	http://www.genome.jp/dbget-bin/www_bget?hsa:23187
HsTF002221	Pleckstrin homology-like domain family B member 2	Q86SQ0	beta-	PHLDB2	90102	http://www.genome.jp/dbget-bin/www_bget?hsa:90102
HsTF002222	PH domain leucine-rich repeat protein phosphatase-like	Q6ZVD8	beta-	PHLPPL	23035	http://www.genome.jp/dbget-bin/www_bget?hsa:23035
HsTF002223	Paired mesoderm homeobox protein 2A	O14813	Helix	PHOX2A	401	http://www.genome.jp/dbget-bin/www_bget?hsa:401
HsTF002224	Paired mesoderm homeobox protein 2B	Q99453	Helix	PHOX2B	8929	http://www.genome.jp/dbget-bin/www_bget?hsa:8929
HsTF002225	Putative homeodomain transcription factor 1	Q9UMS5	Basic	PHTF1	10745	http://www.genome.jp/dbget-bin/www_bget?hsa:10745
HsTF002226	E3 SUMO-protein ligase PIAS1	O75925	beta-	PIAS1	8554	http://www.genome.jp/dbget-bin/www_bget?hsa:8554
HsTF002227	E3 SUMO-protein ligase PIAS2	O75928	beta-	PIAS2	9063	http://www.genome.jp/dbget-bin/www_bget?hsa:9063
HsTF002228	E3 SUMO-protein ligase PIAS3	Q9Y6X2	beta-	PIAS3	10401	http://www.genome.jp/dbget-bin/www_bget?hsa:10401
HsTF002229	E3 SUMO-protein ligase PIAS4	Q8N2W9	beta-	PIAS4	51588	http://www.genome.jp/dbget-bin/www_bget?hsa:51588
HsTF002230	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A	Q15735	beta-	PIB5PA	27124	http://www.genome.jp/dbget-bin/www_bget?hsa:27124
HsTF002231	PTB-containing, cubilin and LRP1-interacting protein	Q7Z2X4	beta-	PID1	55022	http://www.genome.jp/dbget-bin/www_bget?hsa:55022
HsTF002232	Phosphoinositide 3-kinase regulatory subunit 4	Q99570	beta-	PIK3R4	30849	http://www.genome.jp/dbget-bin/www_bget?hsa:30849
HsTF002233	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	Q13526	beta-	PIN1	5300	http://www.genome.jp/dbget-bin/www_bget?hsa:5300
HsTF002234	PIN1-like protein	O15428	beta-	PIN1L	5301	http://www.genome.jp/dbget-bin/www_bget?hsa:5301
HsTF002235	FYVE finger-containing phosphoinositide kinase	Q9Y2I7	Helix	PIP5K3	200576	http://www.genome.jp/dbget-bin/www_bget?hsa:200576
HsTF002236	Pituitary homeobox 1	P78337	Helix	PITX1	5307	http://www.genome.jp/dbget-bin/www_bget?hsa:5307
HsTF002237	Pituitary homeobox 2	Q99697	Helix	PITX2	5308	http://www.genome.jp/dbget-bin/www_bget?hsa:5308
HsTF002238	Pituitary homeobox 3	O75364	Helix	PITX3	5309	http://www.genome.jp/dbget-bin/www_bget?hsa:5309
HsTF002239	Piwi-like protein 1	Q96J94	beta-	PIWIL1	9271	http://www.genome.jp/dbget-bin/www_bget?hsa:9271
HsTF002240	Piwi-like protein 2	Q8TC59	beta-	PIWIL2	55124	http://www.genome.jp/dbget-bin/www_bget?hsa:55124
HsTF002241	Piwi-like protein 3	Q7Z3Z3	beta-	PIWIL3	440822	http://www.genome.jp/dbget-bin/www_bget?hsa:440822
HsTF002242	Piwi-like protein 4	Q7Z3Z4	beta-	PIWIL4	143689	http://www.genome.jp/dbget-bin/www_bget?hsa:143689
HsTF002243	E3 ubiquitin-protein ligase Praja1	Q8NG27	beta-	PJA1	64219	http://www.genome.jp/dbget-bin/www_bget?hsa:64219
HsTF002244	Homeobox protein PKNOX1	P55347	Helix	PKNOX1	5316	http://www.genome.jp/dbget-bin/www_bget?hsa:5316
HsTF002245	Homeobox protein PKNOX2	Q96KN3	Helix	PKNOX2	63876	http://www.genome.jp/dbget-bin/www_bget?hsa:63876
HsTF002246	Plakophilin-1	Q13835	beta-	PKP1	5317	http://www.genome.jp/dbget-bin/www_bget?hsa:5317
HsTF002247	Plakophilin-2	Q99959	beta-	PKP2	5318	http://www.genome.jp/dbget-bin/www_bget?hsa:5318
HsTF002248	Plakophilin-3	Q9Y446	beta-	PKP3	11187	http://www.genome.jp/dbget-bin/www_bget?hsa:11187
HsTF002249	Plakophilin-4	Q99569	beta-	PKP4	8502	http://www.genome.jp/dbget-bin/www_bget?hsa:8502
HsTF002250	85 kDa calcium-independent phospholipase A2	O60733	beta-	PLA2G6	8398	http://www.genome.jp/dbget-bin/www_bget?hsa:8398
HsTF002251	Phospholipase A-2-activating protein	Q9Y263	beta-	PLAA	9373	http://www.genome.jp/dbget-bin/www_bget?hsa:9373
HsTF002252	Zinc finger protein PLAG1	Q6DJT9	Zinc-	PLAG1	5324	http://www.genome.jp/dbget-bin/www_bget?hsa:5324
HsTF002253	Zinc finger protein PLAGL1	Q9UM63	Zinc-	PLAGL1	5325	http://www.genome.jp/dbget-bin/www_bget?hsa:5325
HsTF002254	Zinc finger protein PLAGL2	Q9UPG8	Zinc-	PLAGL2	5326	http://www.genome.jp/dbget-bin/www_bget?hsa:5326
HsTF002255	Phospholipase D1	Q13393	beta-	PLD1	5337	http://www.genome.jp/dbget-bin/www_bget?hsa:5337
HsTF002256	Phospholipase D2	O14939	beta-	PLD2	5338	http://www.genome.jp/dbget-bin/www_bget?hsa:5338
HsTF002257	Phospholipase D3	Q8IV08	beta-	PLD3	23646	http://www.genome.jp/dbget-bin/www_bget?hsa:23646
HsTF002258	Phospholipase D4	Q96BZ4	beta-	PLD4	122618	http://www.genome.jp/dbget-bin/www_bget?hsa:122618
HsTF002259	Inactive phospholipase D5	Q8N7P1	beta-	PLD5	200150	http://www.genome.jp/dbget-bin/www_bget?hsa:200150
HsTF002260	Pleckstrin	P08567	Helix	PLEK	5341	http://www.genome.jp/dbget-bin/www_bget?hsa:5341
HsTF002261	Pleckstrin-2	Q9NYT0	Helix	PLEK2	26499	http://www.genome.jp/dbget-bin/www_bget?hsa:26499
HsTF002262	Pleckstrin homology domain-containing family A member 1	Q9HB21	beta-	PLEKHA1	59338	http://www.genome.jp/dbget-bin/www_bget?hsa:59338
HsTF002263	Pleckstrin homology domain-containing family A member 2	Q9HB19	beta-	PLEKHA2	59339	http://www.genome.jp/dbget-bin/www_bget?hsa:59339
HsTF002264	Pleckstrin homology domain-containing family A member 3	Q9HB20	beta-	PLEKHA3	65977	http://www.genome.jp/dbget-bin/www_bget?hsa:65977
HsTF002265	Pleckstrin homology domain-containing family A member 4	Q9H4M7	beta-	PLEKHA4	57664	http://www.genome.jp/dbget-bin/www_bget?hsa:57664
HsTF002266	Pleckstrin homology domain-containing family A member 5	Q9HAU0	beta-	PLEKHA5	54477	http://www.genome.jp/dbget-bin/www_bget?hsa:54477
HsTF002267	Pleckstrin homology domain-containing family A member 6	Q9Y2H5	beta-	PLEKHA6	22874	http://www.genome.jp/dbget-bin/www_bget?hsa:22874
HsTF002268	Pleckstrin homology domain-containing family A member 7	Q6IQ23	beta-	PLEKHA7	144100	http://www.genome.jp/dbget-bin/www_bget?hsa:144100
HsTF002269	Pleckstrin homology domain-containing family A member 8	Q96JA3	beta-	PLEKHA8	84725	http://www.genome.jp/dbget-bin/www_bget?hsa:84725
HsTF002270	Pleckstrin homology domain-containing family B member 1	Q9UF11	beta-	PLEKHB1	58473	http://www.genome.jp/dbget-bin/www_bget?hsa:58473
HsTF002271	Pleckstrin homology domain-containing family B member 2	Q96CS7	beta-	PLEKHB2	55041	http://www.genome.jp/dbget-bin/www_bget?hsa:55041
HsTF002272	Pleckstrin homology domain-containing family C member 1	Q96AC1	beta-	PLEKHC1	10979	http://www.genome.jp/dbget-bin/www_bget?hsa:10979
HsTF002273	Pleckstrin homology domain-containing family F member 1	Q96S99	unknown	PLEKHF1	79156	http://www.genome.jp/dbget-bin/www_bget?hsa:79156
HsTF002274	Pleckstrin homology domain-containing family F member 2	Q9H8W4	unknown	PLEKHF2	79666	http://www.genome.jp/dbget-bin/www_bget?hsa:79666
HsTF002275	Pleckstrin homology domain-containing family G member 1	Q9ULL1	beta-	PLEKHG1	57480	http://www.genome.jp/dbget-bin/www_bget?hsa:57480
HsTF002276	Pleckstrin homology domain-containing family G member 2	Q9H7P9	beta-	PLEKHG2	64857	http://www.genome.jp/dbget-bin/www_bget?hsa:64857
HsTF002277	Pleckstrin homology domain-containing family G member 3	A1L390	beta-	PLEKHG3	26030	http://www.genome.jp/dbget-bin/www_bget?hsa:26030
HsTF002278	Puratrophin-1	Q58EX7	beta-	PLEKHG4	25894	http://www.genome.jp/dbget-bin/www_bget?hsa:25894
HsTF002279	Pleckstrin homology domain-containing family G member 5	O94827	beta-	PLEKHG5	57449	http://www.genome.jp/dbget-bin/www_bget?hsa:57449
HsTF002280	Pleckstrin homology domain-containing family G member 6	Q3KR16	beta-	PLEKHG6	55200	http://www.genome.jp/dbget-bin/www_bget?hsa:55200
HsTF002281	Pleckstrin homology domain-containing family H member 1	Q9ULM0	beta-	PLEKHH1	57475	http://www.genome.jp/dbget-bin/www_bget?hsa:57475
HsTF002282	Pleckstrin homology domain-containing family H member 2	Q8IVE3	beta-	PLEKHH2	130271	http://www.genome.jp/dbget-bin/www_bget?hsa:130271
HsTF002283	Pleckstrin homology domain-containing family H member 3 precursor	Q7Z736	beta-	PLEKHH3	79990	http://www.genome.jp/dbget-bin/www_bget?hsa:79990
HsTF002284	Pleckstrin homology domain-containing family J member 1	Q9NW61	beta-	PLEKHJ1	55111	http://www.genome.jp/dbget-bin/www_bget?hsa:55111
HsTF002285	Pleckstrin homology domain-containing family K member 1	Q8IZC4	beta-	PLEKHK1	219790	http://www.genome.jp/dbget-bin/www_bget?hsa:219790
HsTF002286	Pleckstrin homology domain-containing family M member 1	Q9Y4G2	beta-	PLEKHM1	9842	http://www.genome.jp/dbget-bin/www_bget?hsa:9842
HsTF002287	Pleckstrin homology domain-containing family M member 2	Q8IWE5	beta-	PLEKHM2	23207	http://www.genome.jp/dbget-bin/www_bget?hsa:23207
HsTF002288	Pleckstrin homology domain-containing family N member 1	Q494U1	beta-	PLEKHN1	84069	http://www.genome.jp/dbget-bin/www_bget?hsa:84069
HsTF002289	Pleckstrin homology domain-containing family O member 1	Q53GL0	beta-	PLEKHO1	51177	http://www.genome.jp/dbget-bin/www_bget?hsa:51177
HsTF002290	Pleckstrin homology domain-containing family Q member 1	Q8TD55	beta-	PLEKHQ1	80301	http://www.genome.jp/dbget-bin/www_bget?hsa:80301
HsTF002291	Pleiotropic regulator 1	O43660	beta-	PLRG1	5356	http://www.genome.jp/dbget-bin/www_bget?hsa:5356
HsTF002292	Probable transcription factor PML	P29590	beta-	PML	5371	http://www.genome.jp/dbget-bin/www_bget?hsa:5371
HsTF002293	PMS1 protein homolog 1	P54277	beta-	PMS1	5378	http://www.genome.jp/dbget-bin/www_bget?hsa:5378
HsTF002294	Poly(A)-specific ribonuclease PARN-like domain-containing protein 1 precursor	Q8NA58	beta-	PNLDC1	154197	http://www.genome.jp/dbget-bin/www_bget?hsa:154197
HsTF002295	Paraneoplastic antigen Ma3	Q9UL41	beta-	PNMA3	29944	http://www.genome.jp/dbget-bin/www_bget?hsa:29944
HsTF002296	RNA-binding protein PNO1	Q9NRX1	beta-	PNO1	56902	http://www.genome.jp/dbget-bin/www_bget?hsa:56902
HsTF002297	Polyribonucleotide nucleotidyltransferase 1, mitochondrial precursor	Q8TCS8	beta-	PNPT1	87178	http://www.genome.jp/dbget-bin/www_bget?hsa:87178
HsTF002298	Pogo transposable element with KRAB domain	Q9P215	Helix	POGK	57645	http://www.genome.jp/dbget-bin/www_bget?hsa:57645
HsTF002299	Pogo transposable element with ZNF domain	Q7Z3K3	Zinc-	POGZ	23126	http://www.genome.jp/dbget-bin/www_bget?hsa:23126
HsTF002300	DNA polymerase alpha catalytic subunit	P09884	beta-	POLA1	5422	http://www.genome.jp/dbget-bin/www_bget?hsa:5422
HsTF002301	DNA polymerase delta catalytic subunit	P28340	beta-	POLD1	5424	http://www.genome.jp/dbget-bin/www_bget?hsa:5424
HsTF002302	Polymerase delta-interacting protein 3	Q9BY77	beta-	POLDIP3	84271	http://www.genome.jp/dbget-bin/www_bget?hsa:84271
HsTF002303	DNA polymerase epsilon catalytic subunit A	Q07864	beta-	POLE	5426	http://www.genome.jp/dbget-bin/www_bget?hsa:5426
HsTF002304	DNA polymerase epsilon subunit 3	Q9NRF9	beta-	POLE3	54107	http://www.genome.jp/dbget-bin/www_bget?hsa:54107
HsTF002305	DNA polymerase epsilon subunit 4	Q9NR33	beta-	POLE4	56655	http://www.genome.jp/dbget-bin/www_bget?hsa:56655
HsTF002306	DNA polymerase lambda	Q9UGP5	beta-	POLL	27343	http://www.genome.jp/dbget-bin/www_bget?hsa:27343
HsTF002307	DNA polymerase mu	Q9NP87	beta-	POLM	27434	http://www.genome.jp/dbget-bin/www_bget?hsa:27434
HsTF002308	DNA polymerase nu	Q7Z5Q5	beta-	POLN	353497	http://www.genome.jp/dbget-bin/www_bget?hsa:353497
HsTF002309	DNA polymerase theta	O75417	beta-	POLQ	10721	http://www.genome.jp/dbget-bin/www_bget?hsa:10721
HsTF002310	DNA-directed RNA polymerases I, II, and III subunit RPABC1	P19388	beta-	POLR2E	5434	http://www.genome.jp/dbget-bin/www_bget?hsa:5434
HsTF002311	DNA-directed RNA polymerase II subunit RPB7	P62487	beta-	POLR2G	5436	http://www.genome.jp/dbget-bin/www_bget?hsa:5436
HsTF002312	DNA-directed RNA polymerase II subunit RPB9	P36954	beta-	POLR2I	5438	http://www.genome.jp/dbget-bin/www_bget?hsa:5438
HsTF002313	DNA-directed RNA polymerases I, II, and III subunit RPABC5	P62875	beta-	POLR2L	5441	http://www.genome.jp/dbget-bin/www_bget?hsa:5441
HsTF002314	DNA-directed RNA polymerase III subunit RPC10	Q9Y2Y1	beta-	POLR3K	51728	http://www.genome.jp/dbget-bin/www_bget?hsa:51728
HsTF002315	Protection of telomeres protein 1	Q9NUX5	beta-	POT1	25913	http://www.genome.jp/dbget-bin/www_bget?hsa:25913
HsTF002316	Prostate, ovary, testis-expressed protein on chromosome 14	Q6S5H5	beta-	POTE14	404785	http://www.genome.jp/dbget-bin/www_bget?hsa:404785
HsTF002317	Prostate, ovary, testis-expressed protein on chromosome 15	Q6S5H4	beta-	POTE15	339010	http://www.genome.jp/dbget-bin/www_bget?hsa:339010
HsTF002318	Prostate, ovary, testis-expressed protein on chromosome 2	Q6S8J3	beta-	POTE2	445582	http://www.genome.jp/dbget-bin/www_bget?hsa:445582
HsTF002319	Prostate, ovary, testis-expressed protein on chromosome 8	Q6S8J7	beta-	POTE8	340441	http://www.genome.jp/dbget-bin/www_bget?hsa:340441
HsTF002320	Pituitary-specific positive transcription factor 1	P28069	Helix	POU1F1	5449	http://www.genome.jp/dbget-bin/www_bget?hsa:5449
HsTF002321	POU domain, class 2, transcription factor 1	P14859	Helix	POU2F1	5451	http://www.genome.jp/dbget-bin/www_bget?hsa:5451
HsTF002322	POU domain, class 2, transcription factor 2	P09086	Helix	POU2F2	5452	http://www.genome.jp/dbget-bin/www_bget?hsa:5452
HsTF002323	POU domain, class 2, transcription factor 3	Q9UKI9	Helix	POU2F3	25833	http://www.genome.jp/dbget-bin/www_bget?hsa:25833
HsTF002324	POU domain, class 3, transcription factor 1	Q03052	Helix	POU3F1	5453	http://www.genome.jp/dbget-bin/www_bget?hsa:5453
HsTF002325	POU domain, class 3, transcription factor 2	P20265	Helix	POU3F2	5454	http://www.genome.jp/dbget-bin/www_bget?hsa:5454
HsTF002326	POU domain, class 3, transcription factor 3	P20264	Helix	POU3F3	5455	http://www.genome.jp/dbget-bin/www_bget?hsa:5455
HsTF002327	POU domain, class 3, transcription factor 4	P49335	Helix	POU3F4	5456	http://www.genome.jp/dbget-bin/www_bget?hsa:5456
HsTF002328	POU domain, class 4, transcription factor 1	Q01851	Helix	POU4F1	5457	http://www.genome.jp/dbget-bin/www_bget?hsa:5457
HsTF002329	POU domain, class 4, transcription factor 2	Q12837	Helix	POU4F2	5458	http://www.genome.jp/dbget-bin/www_bget?hsa:5458
HsTF002330	POU domain, class 4, transcription factor 3	Q15319	Helix	POU4F3	5459	http://www.genome.jp/dbget-bin/www_bget?hsa:5459
HsTF002331	POU domain, class 5, transcription factor 1	Q01860	Helix	POU5F1	5460	http://www.genome.jp/dbget-bin/www_bget?hsa:5460
HsTF002332	POU domain, class 5, transcription factor 1-like protein 1	Q06416	Helix	POU5F1P1	5462	http://www.genome.jp/dbget-bin/www_bget?hsa:5462
HsTF002333	POU domain, class 5, transcription factor 1-like protein 3	Q9BZV8	beta-	POU5F1P3	642559	http://www.genome.jp/dbget-bin/www_bget?hsa:642559
HsTF002334	POU domain, class 5, transcription factor 1-like protein 4	Q9BZW0	Helix	POU5F1P4	645682	http://www.genome.jp/dbget-bin/www_bget?hsa:645682
HsTF002335	POU domain, class 5, transcription factor 2	Q8N7G0	Helix	POU5F2	134187	http://www.genome.jp/dbget-bin/www_bget?hsa:134187
HsTF002336	POU domain, class 6, transcription factor 1	Q14863	Helix	POU6F1	5463	http://www.genome.jp/dbget-bin/www_bget?hsa:5463
HsTF002337	POU domain, class 6, transcription factor 2	P78424	Helix	POU6F2	11281	http://www.genome.jp/dbget-bin/www_bget?hsa:11281
HsTF002338	Suppressor of SWI4 1 homolog	Q9NQ55	beta-	PPAN	56342	http://www.genome.jp/dbget-bin/www_bget?hsa:56342
HsTF002339	Peroxisome proliferator-activated receptor alpha	Q07869	Zinc-	PPARA	5465	http://www.genome.jp/dbget-bin/www_bget?hsa:5465
HsTF002340	Peroxisome proliferator-activated receptor delta	Q03181	Zinc-	PPARD	5467	http://www.genome.jp/dbget-bin/www_bget?hsa:5467
HsTF002341	Peroxisome proliferator-activated receptor gamma	P37231	Zinc-	PPARG	5468	http://www.genome.jp/dbget-bin/www_bget?hsa:5468
HsTF002342	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	Q9UBK2	beta-	PPARGC1A	10891	http://www.genome.jp/dbget-bin/www_bget?hsa:10891
HsTF002343	Peroxisome proliferator-activated receptor gamma coactivator 1-beta	Q86YN6	beta-	PPARGC1B	133522	http://www.genome.jp/dbget-bin/www_bget?hsa:133522
HsTF002344	Liprin-alpha-1	Q13136	beta-	PPFIA1	8500	http://www.genome.jp/dbget-bin/www_bget?hsa:8500
HsTF002345	Liprin-alpha-2	O75334	beta-	PPFIA2	8499	http://www.genome.jp/dbget-bin/www_bget?hsa:8499
HsTF002346	Liprin-alpha-3	O75145	beta-	PPFIA3	8541	http://www.genome.jp/dbget-bin/www_bget?hsa:8541
HsTF002347	Liprin-alpha-4	O75335	beta-	PPFIA4	8497	http://www.genome.jp/dbget-bin/www_bget?hsa:8497
HsTF002348	Liprin-beta-1	Q86W92	beta-	PPFIBP1	8496	http://www.genome.jp/dbget-bin/www_bget?hsa:8496
HsTF002349	Liprin-beta-2	Q8ND30	beta-	PPFIBP2	8495	http://www.genome.jp/dbget-bin/www_bget?hsa:8495
HsTF002350	40 kDa peptidyl-prolyl cis-trans isomerase	Q08752	beta-	PPID	5481	http://www.genome.jp/dbget-bin/www_bget?hsa:5481
HsTF002351	Peptidyl-prolyl cis-trans isomerase E	Q9UNP9	beta-	PPIE	10450	http://www.genome.jp/dbget-bin/www_bget?hsa:10450
HsTF002352	Peptidyl-prolyl cis-trans isomerase-like 4	Q8WUA2	beta-	PPIL4	85313	http://www.genome.jp/dbget-bin/www_bget?hsa:85313
HsTF002353	Serine/threonine-protein phosphatase 1 regulatory subunit 10	Q96QC0	beta-	PPP1R10	5514	http://www.genome.jp/dbget-bin/www_bget?hsa:5514
HsTF002354	Protein phosphatase 1 regulatory subunit 12A	O14974	beta-	PPP1R12A	4659	http://www.genome.jp/dbget-bin/www_bget?hsa:4659
HsTF002355	Protein phosphatase 1 regulatory subunit 12B	O60237	beta-	PPP1R12B	4660	http://www.genome.jp/dbget-bin/www_bget?hsa:4660
HsTF002356	Apoptosis-stimulating of p53 protein 1	Q96KQ4	beta-	PPP1R13B	23368	http://www.genome.jp/dbget-bin/www_bget?hsa:23368
HsTF002357	RelA-associated inhibitor	Q8WUF5	beta-	PPP1R13L	10848	http://www.genome.jp/dbget-bin/www_bget?hsa:10848
HsTF002358	Protein phosphatase 1 regulatory subunit 16A	Q96I34	beta-	PPP1R16A	84988	http://www.genome.jp/dbget-bin/www_bget?hsa:84988
HsTF002359	Protein phosphatase 1 regulatory inhibitor subunit 16B	Q96T49	beta-	PPP1R16B	26051	http://www.genome.jp/dbget-bin/www_bget?hsa:26051
HsTF002360	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	P30153	beta-	PPP2R1A	5518	http://www.genome.jp/dbget-bin/www_bget?hsa:5518
HsTF002361	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	P30154	beta-	PPP2R1B	5519	http://www.genome.jp/dbget-bin/www_bget?hsa:5519
HsTF002362	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	P63151	beta-	PPP2R2A	5520	http://www.genome.jp/dbget-bin/www_bget?hsa:5520
HsTF002363	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform	Q00005	beta-	PPP2R2B	5521	http://www.genome.jp/dbget-bin/www_bget?hsa:5521
HsTF002364	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform	Q9Y2T4	beta-	PPP2R2C	5522	http://www.genome.jp/dbget-bin/www_bget?hsa:5522
HsTF002365	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform	Q66LE6	beta-	PPP2R2D	55844	http://www.genome.jp/dbget-bin/www_bget?hsa:55844
HsTF002366	Serine/threonine-protein phosphatase 4 regulatory subunit 1	Q8TF05	beta-	PPP4R1	9989	http://www.genome.jp/dbget-bin/www_bget?hsa:9989
HsTF002367	Serine/threonine-protein phosphatase 4 regulatory subunit 1-like	Q9P1A2	beta-	PPP4R1L	55370	http://www.genome.jp/dbget-bin/www_bget?hsa:55370
HsTF002368	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1	Q5VV67	beta-	PPRC1	23082	http://www.genome.jp/dbget-bin/www_bget?hsa:23082
HsTF002369	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	Q96BP3	beta-	PPWD1	23398	http://www.genome.jp/dbget-bin/www_bget?hsa:23398
HsTF002370	Polyglutamine-binding protein 1	O60828	beta-	PQBP1	10084	http://www.genome.jp/dbget-bin/www_bget?hsa:10084
HsTF002371	Basic salivary proline-rich protein 1 precursor	P04280	beta-	PRB1	5542	http://www.genome.jp/dbget-bin/www_bget?hsa:5542
HsTF002372	Basic salivary proline-rich protein 2 precursor	P02812	beta-	PRB2	653247	http://www.genome.jp/dbget-bin/www_bget?hsa:653247
HsTF002373	Basic salivary proline-rich protein 3 precursor	Q04118	beta-	PRB3	5544	http://www.genome.jp/dbget-bin/www_bget?hsa:5544
HsTF002374	Basic salivary proline-rich protein 4 precursor	P10163	beta-	PRB4	5545	http://www.genome.jp/dbget-bin/www_bget?hsa:5545
HsTF002375	PR domain zinc finger protein 1	O75626	Zinc-	PRDM1	639	http://www.genome.jp/dbget-bin/www_bget?hsa:639
HsTF002376	PR domain zinc finger protein 10	Q9NQV6	Zinc-	PRDM10	56980	http://www.genome.jp/dbget-bin/www_bget?hsa:56980
HsTF002377	PR domain zinc finger protein 12	Q9H4Q4	Zinc-	PRDM12	59335	http://www.genome.jp/dbget-bin/www_bget?hsa:59335
HsTF002378	PR domain zinc finger protein 13	Q9H4Q3	Zinc-	PRDM13	59336	http://www.genome.jp/dbget-bin/www_bget?hsa:59336
HsTF002379	PR domain zinc finger protein 14	Q9GZV8	Zinc-	PRDM14	63978	http://www.genome.jp/dbget-bin/www_bget?hsa:63978
HsTF002380	PR domain zinc finger protein 15	P57071	Zinc-	PRDM15	63977	http://www.genome.jp/dbget-bin/www_bget?hsa:63977
HsTF002381	PR domain zinc finger protein 16	Q9HAZ2	Zinc-	PRDM16	63976	http://www.genome.jp/dbget-bin/www_bget?hsa:63976
HsTF002382	PR domain zinc finger protein 2	Q13029	Zinc-	PRDM2	7799	http://www.genome.jp/dbget-bin/www_bget?hsa:7799
HsTF002383	PR domain zinc finger protein 4	Q9UKN5	Zinc-	PRDM4	11108	http://www.genome.jp/dbget-bin/www_bget?hsa:11108
HsTF002384	PR domain zinc finger protein 5	Q9NQX1	Zinc-	PRDM5	11107	http://www.genome.jp/dbget-bin/www_bget?hsa:11107
HsTF002385	PR domain zinc finger protein 6	Q9NQX0	Zinc-	PRDM6	93166	http://www.genome.jp/dbget-bin/www_bget?hsa:93166
HsTF002386	PR domain zinc finger protein 7	Q9NQW5	Zinc-	PRDM7	11105	http://www.genome.jp/dbget-bin/www_bget?hsa:11105
HsTF002387	PR domain zinc finger protein 8	Q9NQV8	Zinc-	PRDM8	56978	http://www.genome.jp/dbget-bin/www_bget?hsa:56978
HsTF002388	PR domain zinc finger protein 9	Q9NQV7	Zinc-	PRDM9	56979	http://www.genome.jp/dbget-bin/www_bget?hsa:56979
HsTF002389	Prolactin regulatory element-binding protein	Q9HCU5	beta-	PREB	10113	http://www.genome.jp/dbget-bin/www_bget?hsa:10113
HsTF002390	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	Q8TCU6	Helix	PREX1	57580	http://www.genome.jp/dbget-bin/www_bget?hsa:57580
HsTF002391	Salivary acidic proline-rich phosphoprotein 1/2 precursor	P02810	beta-	PRH1	5554	http://www.genome.jp/dbget-bin/www_bget?hsa:5554
HsTF002392	Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein	Q9BYK8	Zinc-	PRIC285	85441	http://www.genome.jp/dbget-bin/www_bget?hsa:85441
HsTF002393	Prickle-like protein 1	Q96MT3	beta-	PRICKLE1	144165	http://www.genome.jp/dbget-bin/www_bget?hsa:144165
HsTF002394	Prickle-like protein 2	Q7Z3G6	beta-	PRICKLE2	166336	http://www.genome.jp/dbget-bin/www_bget?hsa:166336
HsTF002395	Prickle-like protein 3	O43900	beta-	PRICKLE3	4007	http://www.genome.jp/dbget-bin/www_bget?hsa:4007
HsTF002396	Prickle-like protein 4	Q2TBC4	beta-	PRICKLE4	29964	http://www.genome.jp/dbget-bin/www_bget?hsa:29964
HsTF002397	Interferon-inducible double stranded RNA-dependent protein kinase activator A	O75569	beta-	PRKRA	8575	http://www.genome.jp/dbget-bin/www_bget?hsa:8575
HsTF002398	Protein arginine N-methyltransferase 3	O60678	Zinc-	PRMT3	10196	http://www.genome.jp/dbget-bin/www_bget?hsa:10196
HsTF002399	Homeobox protein prophet of Pit-1	O75360	Helix	PROP1	5626	http://www.genome.jp/dbget-bin/www_bget?hsa:5626
HsTF002400	Homeobox prospero-like protein PROX1	Q92786	unknown	PROX1	5629	http://www.genome.jp/dbget-bin/www_bget?hsa:5629
