TF0000515	FBtr0085558	SRY-DELTA_FLY	GS0001005	FBgn0000166	-	-	-	Drosophila melanogaster	ORegAnno	9154812	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000577	ENSMUST00000005371	TRP53_MOUSE	GS0001168	ENSMUSG00000062762	9	36586740	36604938	Mus musculus	ORegAnno	10594026	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000577	ENSMUST00000005371	TRP53_MOUSE	GS0001168	ENSMUSG00000062762	9	36586740	36604938	Mus musculus	ORegAnno	10594026	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000578	ENSMUST00000072514	MYOD_MOUSE	GS0001170	ENSMUSG00000068614	2	113873018	113879284	Mus musculus	ORegAnno	1570331	UNKNOWN::UNKNOWN
TF0000579	ENSRNOT00000000812	68353_RAT	GS0001172	ENSRNOG00000002889	14	19092563	19110728	Rattus norvegicus	ORegAnno	8668203	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001175	ENSRNOG00000003119	14	20166181	20201613	Rattus norvegicus	ORegAnno	15933209	UNKNOWN::UNKNOWN
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001175	ENSRNOG00000003119	14	20166181	20201613	Rattus norvegicus	ORegAnno	15933209	UNKNOWN::UNKNOWN
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001175	ENSRNOG00000003119	14	20166181	20201613	Rattus norvegicus	ORegAnno	15933209	UNKNOWN::UNKNOWN
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001177	ENSRNOG00000003746	X	89448873	89456809	Rattus norvegicus	ORegAnno	12413486	UNKNOWN::UNKNOWN
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001179	ENSRNOG00000004327	14	92698636	92788635	Rattus norvegicus	ORegAnno	15933209	UNKNOWN::UNKNOWN
TF0000580	ENSRNOT00000022455	TCF1 (HNF-1)_RAT	GS0001190	ENSRNOG00000030636	1	74553799	74605247	Rattus norvegicus	ORegAnno	15933209	UNKNOWN::UNKNOWN
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000581	ENSRNOT00000019403	SP1_RAT	GS0001191	ENSRNOG00000034013	10	72478746	72677134	Rattus norvegicus	ORegAnno	8576128	PROTEIN BINDING ASSAY::DNASE FOOTPRINTING ASSAY
TF0000582	F33H1.1B	DAF-19_WORM	GS0001193	F38G1.1	X	481379	486505	Caenorhabditis elegans	ORegAnno	15790967	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000582	F33H1.1B	DAF-19_WORM	GS0001193	F38G1.1	X	481379	486505	Caenorhabditis elegans	ORegAnno	15790967	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000582	F33H1.1B	DAF-19_WORM	GS0001200	R148.1	III	3186691	3192197	Caenorhabditis elegans	ORegAnno	15790967	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000582	F33H1.1B	DAF-19_WORM	GS0001204	Y41G9A.1	X	2984268	2991440	Caenorhabditis elegans	ORegAnno	15790967	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000582	F33H1.1B	DAF-19_WORM	GS0001204	Y41G9A.1	X	2984268	2991440	Caenorhabditis elegans	ORegAnno	15790967	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000583	C33D3.1	ELT-2_WORM	GS0001198	R12A1.4	V	1427650	1432139	Caenorhabditis elegans	ORegAnno	7649372	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000583	C33D3.1	ELT-2_WORM	GS0001198	R12A1.4	V	1427650	1432139	Caenorhabditis elegans	ORegAnno	7649372	REPORTER GENE ASSAY::IN-VIVO LACZ EXPRESSION ASSAY
TF0000584	C33D3.1	C33D3.1_WORM	GS0001206	Y66H1B.4	IV	379900	383185	Caenorhabditis elegans	ORegAnno	15734735	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000584	C33D3.1	C33D3.1_WORM	GS0001206	Y66H1B.4	IV	379900	383185	Caenorhabditis elegans	ORegAnno	15734735	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000584	C33D3.1	C33D3.1_WORM	GS0001206	Y66H1B.4	IV	379900	383185	Caenorhabditis elegans	ORegAnno	15734735	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000584	C33D3.1	C33D3.1_WORM	GS0001206	Y66H1B.4	IV	379900	383185	Caenorhabditis elegans	ORegAnno	15734735	REPORTER GENE ASSAY::IN-VIVO GFP EXPRESSION ASSAY
TF0000584	C33D3.1	C33D3.1_WORM	GS0001206	Y66H1B.4	IV	379900	383185	Caenorhabditis elegans	ORegAnno	15734735	PROTEIN BINDING ASSAY::YEAST 1-HYBRID ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001207	ENSG00000197381	21	46493768	46646478	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001208	ENSG00000124935	11	62009682	62012280	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001229	ENSG00000187323	18	49867158	51062269	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001229	ENSG00000187323	18	49867158	51062269	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001229	ENSG00000187323	18	49867158	51062269	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001229	ENSG00000187323	18	49867158	51062269	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001268	ENSG00000197019	19	40927499	40931932	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001268	ENSG00000197019	19	40927499	40931932	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001268	ENSG00000197019	19	40927499	40931932	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001268	ENSG00000197019	19	40927499	40931932	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001268	ENSG00000197019	19	40927499	40931932	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001334	ENSG00000101916	X	12924739	12941288	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001334	ENSG00000101916	X	12924739	12941288	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001334	ENSG00000101916	X	12924739	12941288	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001340	ENSG00000087088	19	49458072	49465055	Homo sapiens	ORegAnno	10559267	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001340	ENSG00000087088	19	49458072	49465055	Homo sapiens	ORegAnno	10559267	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000585	ENST00000359597	TP53_HUMAN	GS0001340	ENSG00000087088	19	49458072	49465055	Homo sapiens	ORegAnno	10559267	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000585	ENST00000359597	TP53_HUMAN	GS0001340	ENSG00000087088	19	49458072	49465055	Homo sapiens	ORegAnno	10559267	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001343	ENSG00000167325	11	4115937	4223759	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001343	ENSG00000167325	11	4115937	4223759	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001356	ENSG00000163508	3	27757440	27764206	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001356	ENSG00000163508	3	27757440	27764206	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001356	ENSG00000163508	3	27757440	27764206	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001356	ENSG00000163508	3	27757440	27764206	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001357	ENSG00000102606	13	111766906	111958084	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001357	ENSG00000102606	13	111766906	111958084	Homo sapiens	ORegAnno	15843459	REPORTER GENE ASSAY::DUAL LUCIFERASE REPORTER GENE ASSAY
TF0000585	ENST00000359597	TP53_HUMAN	GS0001357	ENSG00000102606	13	111766906	111958084	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000585	ENST00000359597	TP53_HUMAN	GS0001357	ENSG00000102606	13	111766906	111958084	Homo sapiens	ORegAnno	15843459	RNA EXPRESSION ASSAY::REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION (RT-PCR)
TF0000586	ENST00000361642	ZEB1_HUMAN	GS0001209	ENSG00000184363	11	392614	404908	Homo sapiens	ORegAnno	17391671	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000586	ENST00000361642	ZEB1_HUMAN	GS0001209	ENSG00000184363	11	392614	404908	Homo sapiens	ORegAnno	17391671	SEQUENCE CONSERVATION::ORTHOLOGOUS GENE CONSERVATION
TF0000586	ENST00000361642	ZEB1_HUMAN	GS0001209	ENSG00000184363	11	392614	404908	Homo sapiens	ORegAnno	17391671	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000587	ENSMUST00000064795	EGR1_MOUSE	GS0001139	ENSMUSG00000023328	5	137728747	137735694	Mus musculus	ORegAnno	7829523	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::UNKNOWN
TF0000587	ENSMUST00000064795	EGR1_MOUSE	GS0001139	ENSMUSG00000023328	5	137728747	137735694	Mus musculus	ORegAnno	7829523	UNKNOWN::UNKNOWN
TF0000587	ENSMUST00000064795	EGR1_MOUSE	GS0001139	ENSMUSG00000023328	5	137728747	137735694	Mus musculus	ORegAnno	7829523	UNKNOWN::UNKNOWN
TF0000587	ENSMUST00000064795	EGR1_MOUSE	GS0001139	ENSMUSG00000023328	5	137728747	137735694	Mus musculus	ORegAnno	7829523	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::UNKNOWN
TF0000588	ENSMUST00000059768	TEAD1_MOUSE	GS0001155	ENSMUSG00000031972	8	126415669	126418651	Mus musculus	ORegAnno	7814403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000588	ENSMUST00000059768	TEAD1_MOUSE	GS0001155	ENSMUSG00000031972	8	126415669	126418651	Mus musculus	ORegAnno	7814403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000588	ENSMUST00000059768	TEAD1_MOUSE	GS0001155	ENSMUSG00000031972	8	126415669	126418651	Mus musculus	ORegAnno	7814403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001214	ENSMUSG00000039653	4	49502294	49519429	Mus musculus	ORegAnno	14583614	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001214	ENSMUSG00000039653	4	49502294	49519429	Mus musculus	ORegAnno	14583614	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001214	ENSMUSG00000039653	4	49502294	49519429	Mus musculus	ORegAnno	14583614	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001214	ENSMUSG00000039653	4	49502294	49519429	Mus musculus	ORegAnno	14583614	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001258	ENSMUSG00000030382	7	13573695	13583541	Mus musculus	ORegAnno	14583614	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001258	ENSMUSG00000030382	7	13573695	13583541	Mus musculus	ORegAnno	14583614	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001258	ENSMUSG00000030382	7	13573695	13583541	Mus musculus	ORegAnno	14583614	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001258	ENSMUSG00000030382	7	13573695	13583541	Mus musculus	ORegAnno	14583614	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000589	ENSMUST00000018094	HNF4A_MOUSE	GS0001259	ENSMUSG00000026348	1	129625990	129664141	Mus musculus	ORegAnno	16807375	REPORTER GENE ASSAY::TRANSIENT TRANSFECTION LUCIFERASE ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	1847137	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2163343	PROTEIN BINDING ASSAY::METHYLATION INTERFERENCE ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2163343	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2163343	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2163343	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001152	ENSMUSG00000030399	7	19996443	20006932	Mus musculus	ORegAnno	2163343	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::SUPERSHIFT
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001163	ENSMUSG00000035923	10	106929916	106931785	Mus musculus	ORegAnno	7852366	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::GEL SHIFT COMPETITION
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001147	ENSMUSG00000026459	1	136186581	136189124	Mus musculus	ORegAnno	1324403	REPORTER GENE ASSAY::CHLORAMPHENICOL ACETYLTRANSFERASE (CAT) ASSAY
TF0000590	ENSMUST00000027730	MYOG_MOUSE	GS0001147	ENSMUSG00000026459	1	136186581	136189124	Mus musculus	ORegAnno	1324403	ELECTROPHORETIC MOBILITY SHIFT ASSAY (EMSA)::DIRECT GEL SHIFT
